ID	rxn_smiles
15625	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H][C@]12[C@H](CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C3=[N+]1[Co-2]14N5/C(=C\C6=[N+]1C(=C(CCC(=O)[O-])[C@]6(C)CC(=O)[O-])C[C@@]1(C)C(CC(=O)[O-])=C(CCC(=O)[O-])C(=[N+]14)C3)[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@@]52C>>C[C@]1(CC(=O)[O-])C(CCC(=O)[O-])=C2C[C@@]3(C)C(CC(=O)[O-])=C(CCC(=O)[O-])C4=[N+]3[Co-2]35N6/C(=C\C1=[N+]23)[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@]6(C)C1=C(CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C(=[N+]15)C4.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]
63661	*N[C@@H](CCCC[NH3+])C(*)=O.C[C@H]([NH3+])C(=O)CCCCCC(=O)[O-].O=C=O>>*N[C@@H](CCCC([H])=O)C(*)=O.C[C@H]([NH3+])[C@@H](CCCCCC(=O)[O-])NC(=O)[O-].[H+].[H+]
21640	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H][C@]1(O)C=C[C@@](CC(=O)C(=O)[O-])(C(=O)[O-])C=C1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C([O-])C(=O)CC1=CC=C(O)C=C1.O=C=O
37883	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C([O-])C(=O)[O-]>>CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)[O-]
32711	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*][C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>*C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]
10448	*C1=C(*)C(*)=C(C2OC3=C(C(=O)C2*)C(*)=C(*)C(*)=C3*)C(*)=C1*.O=C([O-])CCC(=O)C(=O)[O-].O=O>>*C1=C(*)C(*)=C(C2=C(*)C(=O)C3=C(O2)C(*)=C(*)C(*)=C3*)C(*)=C1*.O=C([O-])CCC(=O)[O-].O=C=O.[H]O[H]
33031	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
52224	C=CC1=C(C)/C2=C/C3=C(C=C)C(C)=C4/C=C5/C(C)=C(CCC(=O)[O-])C6=[N+]5[Fe-2]5(N43)N3C(=C6)C(CCC(=O)[O-])=C(C)/C3=C/C1=[N+]25.O=O.O=O.O=O.[H+].[H+].[H+].[H]*[H].[H]*[H].[H]*[H]>>*.*.*.C=CC1=C(C)/C(=C/C2=C(C=C)C(C)C(=O)N2)[NH+]=C1/C=C1\N/C(=C\C2=NC(=O)C(C)=C2CCC(=O)[O-])C(CCC(=O)[O-])=C1C.[C-]#[O+].[Fe+2].[H]O[H].[H]O[H].[H]O[H]
25321	C[NH2+]CCOP(=O)([O-])[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O>>C[NH+](C)CCOP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+]
14357	CC1=C(C)C=C2C(=C1)/N=C1C(=O)[N-]C(=O)\N=C/1N2C[C@H](O)[C@H](O)[C@H](O)CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
16145	O=O.[Fe+2].[Fe+2].[H+].[H+].[H][C@@]1([C@H](O)[C@H](O)CO)O[C@](OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2O)(C(=O)[O-])C[C@H](O)[C@H]1NC(C)=O>>[Fe+3].[Fe+3].[H]O[H].[H][C@@]1([C@H](O)[C@H](O)CO)O[C@](OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2O)(C(=O)[O-])C[C@H](O)[C@H]1NC(=O)CO
54798	*C(=O)[C@@H](*)C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>*[C@H](O)[C@@H](*)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1
37667	*N[C@H](C(*)=O)[C@@H](C)O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@@H]1O.CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O>>*N[C@H](C(*)=O)[C@@H](C)O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H]2NC(C)=O)[C@H](O)[C@@H]1O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]
50296	CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCC1=CNC2=C1C=C(O)C=C2.O=O>>CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCC1C(=O)NC2=C1C=C(O)C=C2.[H+].[H]O[H]
34364	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@H](O)[C@@H]1O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O.O=P([O-])([O-])OP(=O)([O-])O
18213	NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[H+]>>NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C=C1.O=P([O-])([O-])OP(=O)([O-])O
30339	[H+].[NH3+][C@@H](CC1=CNC2=C1C=CC=C2)C(=O)[O-]>>O=C=O.[NH3+]CCC1=CNC2=C1/C=C\C=C/2
20805	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C=O)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]>>CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C([O-])O.[H+]
36140	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCCC/C=C/C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O
14345	[H+].[NH3+][C@@H](CC1=CC=C(O)C=C1)C(=O)[O-]>>O=C=O.[NH3+]CCC1=CC=C(O)C=C1
48784	O=C(CO)[C@H](O)COP(=O)([O-])[O-]>>[H]C(=O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
45452	CCCCCCCCCCCCCC(=O)NCCO.[H]O[H]>>CCCCCCCCCCCCCC(=O)[O-].[NH3+]CCO
29367	NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.[H]O[H]>>NC1=NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=C1.O=P([O-])([O-])O
51449	CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@H](C)CCC(=O)[O-])[C@]1([H])[C@H](O)C2>>CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H].[H][C@@]12CC[C@]([H])([C@H](C)CCC(=O)[O-])[C@@]1(C)CC[C@]1([H])[C@@]3(C)CC[C@@H](O)C[C@@]3([H])[C@H](O)[C@@H](O)[C@@]21[H]
52560	O=C([O-])C(=O)[C@H](O)CO>>O=C([O-])[C@H](O)C(=O)CO
75940	NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-].[NH3+]CCCC(=O)[O-]>>NC(=[NH2+])NCCCC(=O)[O-].[NH3+]CCC[C@H]([NH3+])C(=O)[O-]
61660	CC(C)=CCC/C(C)=C/CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CC(C)=CCC/C(C)=C/COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
11176	O=P([O-])([O-])O.OC[C@H]1O[C@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
20109	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]1O>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)[C@@H]1O
34591	C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.[H][C@]12[C@H](CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C3=[N+]1[Co-2]14N5/C(=C\C6=[N+]1C(=C(CCC(=O)[O-])[C@]6(C)CC(=O)[O-])C[C@@]1(C)C(C)=C(CCC(=O)[O-])C(=[N+]14)C3C)[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@@]52C>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H][C@]12[C@H](CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C3=[N+]1[Co-2]14N5/C(=C(/C)C6=[N+]1C(=C(CCC(=O)[O-])[C@]6(C)CC(=O)[O-])C[C@@]1(C)C(C)=C(CCC(=O)[O-])C(=[N+]14)C3C)[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@@]52C
15389	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>NC1=C2N=CN([C@@H]3O[C@@H]4COP(=O)([O-])O[C@H]4[C@H]3O)C2=NC=N1.O=P([O-])([O-])OP(=O)([O-])O
52461	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1.[H][C@@]12CCC3=CC(O)=CC=C3[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H]>>O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+].[H][C@@]12CCC3=C(C=CC(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H]
58560	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H][C@@]12CCN(CC/C3=C(\NC4=C3C=CC=C4)[C@@]1(C=O)C(=O)OC)C/C2=C/C>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H][C@@]12CC=[N+](CC/C3=C(\NC4=C3C=CC=C4)[C@@]1(C=O)C(=O)OC)C/C2=C/C
20141	*S(=O)C[C@H]([NH3+])C(=O)[O-]>>*SO.C=C([NH3+])C(=O)[O-]
33651	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O
31575	N/C1=N/C2=C(NC(=O)N2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)C(=O)N1.[H]O[H]>>N/C1=N/C2=C(NC(=O)N2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)C(=O)N1.O=P([O-])([O-])OP(=O)([O-])O.[H+]
40483	[H]C(=O)CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C.[H]O[H]>>CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C.[H+].[H]C(=O)CCCC(=O)[O-]
17989	*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
65116	O=C([O-])CCC(=O)C(=O)[O-].O=O.[H][C@]12CC=C(C)C[C@H](OC(=O)[C@@H]3CCC[NH2+]3)[C@]1(C)C(=O)C=C2CC>>CCC1=CC(=O)[C@]2(C)C1=CC=C(C)C[C@@H]2OC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])CCC(=O)[O-].O=C=O.[H]O[H]
15481	[H]O[H].[H][C@]12CNC3=C(C(=O)NC(N)=N3)N1CN(C1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)C2.[NH3+]CC(=O)[O-]>>NC1=NC2=C(N[C@@H](CNC3=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C3)CN2)C(=O)N1.[NH3+][C@@H](CO)C(=O)[O-]
54173	*N[C@@H](CCCCNC(*)=O)C(*)=O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]>>*C(=O)O[C@H]1C(O)O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C(N)N=CN=C43)[C@H](O)[C@@H]2O)[C@H]1O.*N[C@@H](CCCC[NH3+])C(*)=O.NC(=O)C1=CC=CN=C1
22724	*C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1>>*C1CCC2C3CCC4CC(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC4(C)C3CCC12C.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]
42160	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O.[H]*[H]>>*.CCCCC/C=C\C/C=C\CCCC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H].[H]O[H]
34179	COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C/C=C(\C)CCC(=O)O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O.[H]O[H]>>COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C/C=C(\C)CCC(=O)[O-].O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.[H+]
18245	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
18953	C[C@H](O)[C@H](O)C1=NC2=C(NC1)NC(N)=NC2=O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>CC(O)C(=O)C1=NC2=C(N=C(N)NC2=O)NC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]
13897	C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-]>>[H][C@]1(O)C=C[C@@](CC(=O)C(=O)[O-])(C(=O)[O-])C=C1
